,sobel_above,sobel_below,percentage_colored,label
0,-0.875,1.0,0.18,line
1,-0.875,1.0,0.18,line
2,-0.875,1.0,0.17888888888888888,line
3,-0.875,1.0,0.17888888888888888,line
4,-0.875,1.0,0.18,line
5,-0.875,1.0,0.1811111111111111,line
6,-0.875,1.0,0.18222222222222223,line
7,-0.875,1.0,0.18222222222222223,line
8,-0.875,1.0,0.18222222222222223,line
9,-0.875,1.0,0.18222222222222223,line
10,-0.875,1.0,0.1811111111111111,line
11,-0.875,1.0,0.1811111111111111,line
12,-0.875,1.0,0.18,line
13,-0.875,1.0,0.17777777777777778,line
14,-0.875,1.0,0.17777777777777778,line
15,-0.875,1.0,0.1811111111111111,line
16,-0.875,1.0,0.18222222222222223,line
17,-0.875,1.0,0.18333333333333332,line
18,-0.875,1.0,0.18666666666666668,line
19,-0.875,1.0,0.18888888888888888,line
20,-0.875,1.0,0.19111111111111112,line
21,-0.875,1.0,0.1922222222222222,line
22,-0.875,1.0,0.19444444444444445,line
23,-0.875,1.0,0.19555555555555557,line
24,-0.875,1.0,0.19777777777777777,line
25,-0.875,1.0,0.19777777777777777,line
26,-0.875,1.0,0.1988888888888889,line
27,-0.875,1.0,0.19666666666666666,line
28,-0.875,1.0,0.19666666666666666,line
29,-0.875,1.0,0.2,line
30,-0.875,1.0,0.20222222222222222,line
31,-0.875,1.0,0.20222222222222222,line
32,-0.875,1.0,0.20444444444444446,line
33,-0.875,1.0,0.20666666666666667,line
34,-0.875,1.0,0.20555555555555555,line
35,-0.875,1.0,0.20222222222222222,line
36,-0.875,1.0,0.1988888888888889,line
37,-0.875,1.0,0.19777777777777777,line
38,-0.875,1.0,0.2,line
39,-0.875,1.0,0.2011111111111111,line
40,-0.875,1.0,0.2011111111111111,line
41,-0.875,1.0,0.2011111111111111,line
42,-0.875,1.0,0.19777777777777777,line
43,-0.875,1.0,0.19666666666666666,line
44,-0.875,1.0,0.19666666666666666,line
45,-0.875,1.0,0.19666666666666666,line
46,-0.875,1.0,0.19555555555555557,line
47,-0.875,1.0,0.19555555555555557,line
48,-0.875,1.0,0.19333333333333333,line
49,-0.875,1.0,0.19555555555555557,line
50,-0.875,1.0,0.19333333333333333,line
51,-0.875,1.0,0.19333333333333333,line
52,-0.875,1.0,0.19444444444444445,line
53,-0.875,1.0,0.19444444444444445,line
54,-0.875,1.0,0.1922222222222222,line
55,-0.875,1.0,0.1922222222222222,line
56,-0.875,1.0,0.19,line
57,-0.875,1.0,0.18888888888888888,line
58,-0.875,1.0,0.18888888888888888,line
59,-0.875,1.0,0.18666666666666668,line
60,-0.875,1.0,0.18666666666666668,line
61,-0.875,1.0,0.18666666666666668,line
62,-0.875,1.0,0.18666666666666668,line
63,-0.875,1.0,0.18666666666666668,line
64,-0.875,1.0,0.18666666666666668,line
65,-0.875,1.0,0.18888888888888888,line
66,-0.875,1.0,0.19111111111111112,line
67,-0.875,1.0,0.19,line
68,-0.875,1.0,0.18666666666666668,line
69,-0.875,1.0,0.18555555555555556,line
70,-0.875,1.0,0.18666666666666668,line
71,-0.875,1.0,0.18888888888888888,line
72,-0.875,1.0,0.19,line
73,-0.875,1.0,0.18666666666666668,line
74,-0.875,1.0,0.18222222222222223,line
75,-0.875,1.0,0.17777777777777778,line
76,-0.875,1.0,0.17666666666666667,line
77,-0.875,1.0,0.17777777777777778,line
78,-0.875,1.0,0.17888888888888888,line
79,-0.875,1.0,0.17888888888888888,line
80,-0.875,1.0,0.18444444444444444,line
81,-0.875,1.0,0.18555555555555556,line
82,-0.875,1.0,0.18666666666666668,line
83,-0.875,1.0,0.19555555555555557,line
84,-0.875,1.0,0.19555555555555557,line
85,-0.875,1.0,0.19444444444444445,line
86,-0.875,1.0,0.19333333333333333,line
87,-0.875,1.0,0.19,line
88,-0.875,1.0,0.18555555555555556,line
89,-0.875,1.0,0.1811111111111111,line
90,-0.875,1.0,0.17666666666666667,line
91,-0.875,1.0,0.17666666666666667,line
92,-0.875,1.0,0.17666666666666667,line
93,-0.875,1.0,0.17555555555555555,line
94,-0.875,1.0,0.17444444444444446,line
95,-0.875,1.0,0.1711111111111111,line
96,-0.875,1.0,0.17222222222222222,line
97,-0.875,1.0,0.17555555555555555,line
98,-0.875,1.0,0.17777777777777778,line
99,-0.875,1.0,0.17555555555555555,line
100,-0.875,1.0,0.17333333333333334,line
101,-0.875,1.0,0.1711111111111111,line
102,-0.875,1.0,0.16666666666666666,line
103,-0.875,1.0,0.16444444444444445,line
104,-0.875,1.0,0.16333333333333333,line
105,-0.875,1.0,0.16333333333333333,line
106,-0.875,1.0,0.16333333333333333,line
107,-0.875,1.0,0.16444444444444445,line
108,-0.875,1.0,0.16444444444444445,line
109,-0.875,1.0,0.16555555555555557,line
110,-0.875,1.0,0.17,line
111,-0.875,1.0,0.17555555555555555,line
112,-0.875,1.0,0.18,line
113,-0.875,1.0,0.18333333333333332,line
114,-0.875,1.0,0.18555555555555556,line
115,-0.875,1.0,0.18666666666666668,line
116,-0.875,1.0,0.18555555555555556,line
117,-0.875,1.0,0.18666666666666668,line
118,-0.875,1.0,0.18555555555555556,line
119,-0.875,1.0,0.18666666666666668,line
120,-0.875,1.0,0.18666666666666668,line
121,-0.875,1.0,0.18555555555555556,line
122,-0.875,1.0,0.18555555555555556,line
123,-0.875,1.0,0.18666666666666668,line
124,-0.875,1.0,0.18777777777777777,line
125,-0.875,1.0,0.18777777777777777,line
126,-0.875,1.0,0.18666666666666668,line
127,-0.875,1.0,0.18666666666666668,line
128,-0.875,1.0,0.18777777777777777,line
129,-0.875,1.0,0.18888888888888888,line
130,-0.875,1.0,0.18888888888888888,line
131,-0.875,1.0,0.18555555555555556,line
132,-0.875,1.0,0.18666666666666668,line
133,-0.875,1.0,0.18888888888888888,line
134,-0.875,1.0,0.18888888888888888,line
135,-0.875,1.0,0.18777777777777777,line
136,-0.875,1.0,0.18666666666666668,line
137,-0.875,1.0,0.18777777777777777,line
138,-0.875,1.0,0.18888888888888888,line
139,-0.875,1.0,0.18777777777777777,line
140,-0.875,1.0,0.18444444444444444,line
141,-0.875,1.0,0.18222222222222223,line
142,-0.875,1.0,0.18,line
143,-0.875,1.0,0.17888888888888888,line
144,-0.875,1.0,0.17888888888888888,line
145,-0.875,1.0,0.17777777777777778,line
146,-0.875,1.0,0.18,line
147,-0.875,1.0,0.18,line
148,-0.875,1.0,0.18222222222222223,line
149,-0.875,1.0,0.18444444444444444,line
150,-0.875,1.0,0.18666666666666668,line
151,-0.875,1.0,0.18777777777777777,line
152,-0.875,1.0,0.18888888888888888,line
153,-0.875,1.0,0.18666666666666668,line
154,-0.875,1.0,0.18666666666666668,line
155,-0.875,1.0,0.18777777777777777,line
156,-0.875,1.0,0.1922222222222222,line
157,-0.875,1.0,0.18888888888888888,line
158,-0.875,1.0,0.18555555555555556,line
159,-0.875,1.0,0.18666666666666668,line
160,-0.875,1.0,0.18888888888888888,line
161,-0.875,1.0,0.19,line
162,-0.875,1.0,0.18777777777777777,line
163,-0.875,1.0,0.18555555555555556,line
164,-0.875,1.0,0.18555555555555556,line
165,-0.875,1.0,0.18666666666666668,line
166,-0.875,1.0,0.19,line
167,-0.875,1.0,0.1922222222222222,line
168,-0.875,1.0,0.19444444444444445,line
169,-0.875,1.0,0.19666666666666666,line
170,-0.875,1.0,0.2,line
171,-0.875,1.0,0.1988888888888889,line
172,-0.875,1.0,0.19777777777777777,line
173,-0.875,1.0,0.19777777777777777,line
174,-0.875,1.0,0.19777777777777777,line
175,-0.875,1.0,0.19666666666666666,line
176,-0.875,1.0,0.19555555555555557,line
177,-0.875,1.0,0.19555555555555557,line
178,-0.875,1.0,0.19555555555555557,line
179,-0.875,1.0,0.19666666666666666,line
180,-0.875,1.0,0.19666666666666666,line
181,-0.875,1.0,0.19666666666666666,line
182,-0.875,1.0,0.19777777777777777,line
183,-0.875,1.0,0.1988888888888889,line
184,-0.875,1.0,0.2,line
185,-0.875,1.0,0.2011111111111111,line
186,-0.875,1.0,0.2,line
187,-0.875,1.0,0.19666666666666666,line
188,-0.875,1.0,0.19444444444444445,line
189,-0.875,1.0,0.1922222222222222,line
190,-0.875,1.0,0.19,line
191,-0.875,1.0,0.18777777777777777,line
192,-0.875,1.0,0.18666666666666668,line
193,-0.875,1.0,0.18333333333333332,line
194,-0.875,1.0,0.18,line
195,-0.875,1.0,0.17555555555555555,line
196,-0.875,1.0,0.17333333333333334,line
197,-0.875,1.0,0.1711111111111111,line
198,-0.875,1.0,0.1711111111111111,line
199,-0.875,1.0,0.1711111111111111,line
200,-0.875,1.0,0.23666666666666666,line
201,-0.875,1.0,0.2511111111111111,line
202,-0.875,1.0,0.2611111111111111,line
203,-0.875,1.0,0.27666666666666667,line
204,-0.875,1.0,0.29,line
205,-0.875,1.0,0.3,line
206,-0.875,1.0,0.3233333333333333,line
207,-0.875,1.0,0.3233333333333333,drawing
208,-0.875,1.0,0.3244444444444444,drawing
209,-0.875,1.0,0.32555555555555554,drawing
210,-0.875,1.0,0.3277777777777778,drawing
211,-0.875,1.0,0.32666666666666666,drawing
212,-0.875,1.0,0.32666666666666666,drawing
213,-0.875,1.0,0.32666666666666666,drawing
214,-0.875,1.0,0.32555555555555554,drawing
215,-0.875,1.0,0.3244444444444444,drawing
216,-0.875,1.0,0.3244444444444444,drawing
217,-0.875,1.0,0.17777777777777778,line
218,-0.875,1.0,0.17777777777777778,line
219,-0.875,1.0,0.1811111111111111,line
220,-0.875,1.0,0.18555555555555556,line
221,-0.875,1.0,0.18777777777777777,line
222,-0.875,1.0,0.18888888888888888,line
223,-0.875,1.0,0.18888888888888888,line
224,-0.875,1.0,0.19,line
225,-0.875,1.0,0.1922222222222222,line
226,-0.875,1.0,0.19333333333333333,line
227,-0.875,1.0,0.19444444444444445,line
228,-0.875,1.0,0.19444444444444445,line
229,-0.875,1.0,0.19333333333333333,line
230,-0.875,1.0,0.19333333333333333,line
231,-0.875,1.0,0.19333333333333333,line
232,-0.875,1.0,0.1922222222222222,line
233,-0.875,1.0,0.19111111111111112,line
234,-0.875,1.0,0.19444444444444445,line
235,-0.875,1.0,0.19666666666666666,line
236,-0.875,1.0,0.1988888888888889,line
237,-0.875,1.0,0.19777777777777777,line
238,-0.875,1.0,0.19666666666666666,line
239,-0.875,1.0,0.19555555555555557,line
240,-0.875,1.0,0.19333333333333333,line
241,-0.875,1.0,0.1922222222222222,line
242,-0.875,1.0,0.19,line
243,-0.875,1.0,0.18888888888888888,line
244,-0.875,1.0,0.18777777777777777,line
245,-0.875,1.0,0.18888888888888888,line
246,-0.875,1.0,0.18777777777777777,line
247,-0.875,1.0,0.18666666666666668,line
248,-0.875,1.0,0.18666666666666668,line
249,-0.875,1.0,0.18666666666666668,line
250,-0.875,1.0,0.18555555555555556,line
251,-0.875,1.0,0.18444444444444444,line
252,-0.875,1.0,0.18333333333333332,line
253,-0.875,1.0,0.18444444444444444,line
254,-0.875,1.0,0.18555555555555556,line
255,-0.875,1.0,0.18666666666666668,line
256,-0.875,1.0,0.18666666666666668,line
257,-0.875,1.0,0.18777777777777777,line
258,-0.875,1.0,0.19,line
259,-0.875,1.0,0.19111111111111112,line
260,-0.875,1.0,0.1922222222222222,line
261,-0.875,1.0,0.1922222222222222,line
262,-0.875,1.0,0.1922222222222222,line
263,-0.875,1.0,0.19,line
264,-0.875,1.0,0.18777777777777777,line
265,-0.875,1.0,0.18444444444444444,line
266,-0.875,1.0,0.1811111111111111,line
267,-0.875,1.0,0.17777777777777778,line
268,-0.875,1.0,0.17666666666666667,line
269,-0.875,1.0,0.17666666666666667,line
270,-0.875,1.0,0.17666666666666667,line
271,-0.875,1.0,0.17777777777777778,line
272,-0.875,1.0,0.17888888888888888,line
273,-0.875,1.0,0.1811111111111111,line
274,-0.875,1.0,0.18222222222222223,line
275,-0.875,1.0,0.18333333333333332,line
276,-0.875,1.0,0.18333333333333332,line
277,-0.875,1.0,0.18222222222222223,line
278,-0.875,1.0,0.1811111111111111,line
279,-0.875,1.0,0.1811111111111111,line
280,-0.875,1.0,0.17555555555555555,line
281,-0.875,1.0,0.17555555555555555,line
282,-0.875,1.0,0.17555555555555555,line
283,-0.875,1.0,0.17444444444444446,line
284,-0.875,1.0,0.17222222222222222,line
285,-0.875,1.0,0.1711111111111111,line
286,-0.875,1.0,0.17,line
287,-0.875,1.0,0.17,line
288,-0.875,1.0,0.17,line
289,-0.875,1.0,0.1711111111111111,line
290,-0.875,1.0,0.17222222222222222,line
291,-0.875,1.0,0.17444444444444446,line
292,-0.875,1.0,0.18,line
293,-0.875,1.0,0.18,line
294,-0.875,1.0,0.1811111111111111,line
295,-0.875,1.0,0.18222222222222223,line
296,-0.875,1.0,0.1811111111111111,line
297,-0.875,1.0,0.17888888888888888,line
298,-0.875,1.0,0.17555555555555555,line
299,-0.875,1.0,0.17222222222222222,line
300,-0.875,1.0,0.1711111111111111,line
301,-0.875,1.0,0.1711111111111111,line
302,-0.875,1.0,0.17,line
303,-0.875,1.0,0.1688888888888889,line
304,-0.875,1.0,0.1688888888888889,line
305,-0.875,1.0,0.17,line
306,-0.875,1.0,0.1711111111111111,line
307,-0.875,1.0,0.17555555555555555,line
308,-0.875,1.0,0.17777777777777778,line
309,-0.875,1.0,0.17888888888888888,line
310,-0.875,1.0,0.18,line
311,-0.875,1.0,0.1811111111111111,line
312,-0.875,1.0,0.18222222222222223,line
313,-0.875,1.0,0.18333333333333332,line
314,-0.875,1.0,0.18444444444444444,line
315,-0.875,1.0,0.18555555555555556,line
316,-0.875,1.0,0.18666666666666668,line
317,-0.875,1.0,0.18777777777777777,line
318,-0.875,1.0,0.19,line
319,-0.875,1.0,0.1922222222222222,line
320,-0.875,1.0,0.19333333333333333,line
321,-0.875,1.0,0.19555555555555557,line
322,-0.875,1.0,0.1988888888888889,line
323,-0.875,1.0,0.2011111111111111,line
324,-0.875,1.0,0.20555555555555555,line
325,-0.875,1.0,0.2088888888888889,line
326,-0.875,1.0,0.21222222222222223,line
327,-0.875,1.0,0.21555555555555556,line
328,-0.875,1.0,0.21777777777777776,line
329,-0.875,1.0,0.22,line
330,-0.875,1.0,0.21777777777777776,line
331,-0.875,1.0,0.21666666666666667,line
332,-0.875,1.0,0.21555555555555556,line
333,-0.875,1.0,0.21333333333333335,line
334,-0.875,1.0,0.21,line
335,-0.875,1.0,0.2088888888888889,line
336,-0.875,1.0,0.2088888888888889,line
337,-0.875,1.0,0.2088888888888889,line
338,-0.875,1.0,0.21,line
339,-0.875,1.0,0.21333333333333335,line
340,-0.875,1.0,0.21666666666666667,line
341,-0.875,1.0,0.21888888888888888,line
342,-0.875,1.0,0.22111111111111112,line
343,-0.875,1.0,0.22333333333333333,line
344,-0.875,1.0,0.22444444444444445,line
345,-0.875,1.0,0.22444444444444445,line
346,-0.875,1.0,0.22333333333333333,line
347,-0.875,1.0,0.22,line
348,-0.875,1.0,0.21777777777777776,line
349,-0.875,1.0,0.21777777777777776,line
350,-0.875,1.0,0.21888888888888888,line
351,-0.875,1.0,0.21777777777777776,line
352,-0.875,1.0,0.21888888888888888,line
353,-0.875,1.0,0.21777777777777776,line
354,-0.875,1.0,0.21666666666666667,line
355,-0.875,1.0,0.21555555555555556,line
356,-0.875,1.0,0.21444444444444444,line
357,-0.875,1.0,0.21666666666666667,line
358,-0.875,1.0,0.21555555555555556,line
359,-0.875,1.0,0.21444444444444444,line
360,-0.875,1.0,0.21555555555555556,line
361,-0.875,1.0,0.21666666666666667,line
362,-0.875,1.0,0.21555555555555556,line
363,-0.875,1.0,0.2111111111111111,line
364,-0.875,1.0,0.21,line
365,-0.875,1.0,0.2088888888888889,line
366,-0.875,1.0,0.20555555555555555,line
367,-0.875,1.0,0.2011111111111111,line
368,-0.875,1.0,0.19777777777777777,line
369,-0.875,1.0,0.19555555555555557,line
370,-0.875,1.0,0.19444444444444445,line
371,-0.875,1.0,0.19444444444444445,line
372,-0.875,1.0,0.19333333333333333,line
373,-0.875,1.0,0.19333333333333333,line
374,-0.875,1.0,0.1922222222222222,line
375,-0.875,1.0,0.19111111111111112,line
376,-0.875,1.0,0.19,line
377,-0.875,1.0,0.19,line
378,-0.875,1.0,0.19,line
379,-0.875,1.0,0.19,line
380,-0.875,1.0,0.19,line
381,-0.875,1.0,0.19,line
382,-0.875,1.0,0.18888888888888888,line
383,-0.875,1.0,0.18777777777777777,line
384,-0.875,1.0,0.18777777777777777,line
385,-0.875,1.0,0.18888888888888888,line
386,-0.875,1.0,0.1922222222222222,line
387,-0.875,1.0,0.19444444444444445,line
388,-0.875,1.0,0.19666666666666666,line
389,-0.875,1.0,0.19777777777777777,line
390,-0.875,1.0,0.20333333333333334,line
391,-0.875,1.0,0.21222222222222223,line
392,-0.875,1.0,0.22444444444444445,line
393,-0.875,1.0,0.24666666666666667,line
394,-0.875,1.0,0.2733333333333333,line
395,-0.875,1.0,0.3022222222222222,line
396,-0.875,1.0,0.33,line
397,-0.875,1.0,0.3566666666666667,line
398,-0.875,1.0,0.38222222222222224,line
399,-0.875,1.0,0.4077777777777778,line
400,-0.875,1.0,0.43333333333333335,line
401,-0.875,1.0,0.4588888888888889,line
402,-0.875,1.0,0.4855555555555556,line
403,-0.875,1.0,0.5133333333333333,line
404,-0.875,1.0,0.5411111111111111,drawing
405,-0.875,1.0,0.5688888888888889,drawing
406,-0.875,1.0,0.5955555555555555,drawing
407,-0.875,1.0,0.6211111111111111,drawing
408,-0.875,1.0,0.6433333333333333,drawing
409,-0.875,1.0,0.66,drawing
410,-0.875,1.0,0.67,drawing
411,-0.875,1.0,0.6733333333333333,drawing
412,-0.875,1.0,0.6766666666666666,drawing
413,-0.875,1.0,0.6788888888888889,drawing
414,-0.875,1.0,0.68,drawing
415,-0.875,1.0,0.68,drawing
416,-0.875,1.0,0.6788888888888889,drawing
417,-0.875,1.0,0.6766666666666666,drawing
418,-0.875,1.0,0.6755555555555556,drawing
419,-0.875,1.0,0.6766666666666666,drawing
420,-0.875,1.0,0.6744444444444444,drawing
421,-0.875,1.0,0.6722222222222223,drawing
422,-0.875,1.0,0.6611111111111111,drawing
423,-0.875,1.0,0.6388888888888888,line
424,-0.875,1.0,0.6122222222222222,line
425,-0.875,1.0,0.5844444444444444,line
426,-0.875,1.0,0.5566666666666666,line
427,-0.875,1.0,0.5288888888888889,line
428,-0.875,1.0,0.5044444444444445,line
429,-0.875,1.0,0.49333333333333335,line
430,-0.875,1.0,0.48777777777777775,line
431,-0.875,1.0,0.48333333333333334,line
432,-0.875,1.0,0.4811111111111111,line
433,-0.875,1.0,0.4811111111111111,line
434,-0.875,1.0,0.47888888888888886,line
435,-0.875,1.0,0.47333333333333333,line
436,-0.875,1.0,0.4666666666666667,line
437,-0.875,1.0,0.4633333333333333,line
438,-0.875,1.0,0.4677777777777778,line
439,-0.875,1.0,0.47555555555555556,line
440,-0.875,1.0,0.49,line
441,-0.875,1.0,0.5122222222222222,line
442,-0.875,1.0,0.5355555555555556,line
443,-0.875,1.0,0.56,drawing
444,-0.875,1.0,0.5844444444444444,drawing
445,-0.875,1.0,0.6088888888888889,drawing
446,-0.875,1.0,0.6344444444444445,drawing
447,-0.875,1.0,0.66,drawing
448,-0.875,1.0,0.6844444444444444,drawing
449,-0.875,1.0,0.7055555555555556,drawing
450,-0.875,1.0,0.7211111111111111,drawing
451,-0.875,1.0,0.72,drawing
452,-0.875,1.0,0.7211111111111111,drawing
453,-0.875,1.0,0.7222222222222222,drawing
454,-0.875,1.0,0.7255555555555555,drawing
455,-0.875,1.0,0.7266666666666667,drawing
456,-0.875,1.0,0.7288888888888889,drawing
457,-0.875,1.0,0.73,drawing
458,-0.875,1.0,0.7266666666666667,drawing
459,-0.875,1.0,0.71,drawing
460,-0.875,1.0,0.6877777777777778,drawing
461,-0.875,1.0,0.6644444444444444,drawing
462,-0.875,1.0,0.6388888888888888,drawing
463,-0.875,1.0,0.6144444444444445,drawing
464,-0.875,1.0,0.5911111111111111,line
465,-0.875,1.0,0.5711111111111111,line
466,-0.875,1.0,0.5511111111111111,line
467,-0.875,1.0,0.5288888888888889,line
468,-0.875,1.0,0.5044444444444445,line
469,-0.875,1.0,0.47888888888888886,line
470,-0.875,1.0,0.4533333333333333,line
471,-0.875,1.0,0.42777777777777776,line
472,-0.875,1.0,0.4022222222222222,line
473,-0.875,1.0,0.37555555555555553,line
474,-0.875,1.0,0.3477777777777778,line
475,-0.875,1.0,0.26555555555555554,line
476,-0.875,1.0,0.2388888888888889,line
477,-0.875,1.0,0.21555555555555556,line
478,-0.875,1.0,0.1988888888888889,line
479,-0.875,1.0,0.19666666666666666,line
480,-0.875,1.0,0.19555555555555557,line
481,-0.875,1.0,0.19444444444444445,line
482,-0.875,1.0,0.1922222222222222,line
483,-0.875,1.0,0.19333333333333333,line
484,-0.875,1.0,0.1922222222222222,line
485,-0.875,1.0,0.1922222222222222,line
486,-0.875,1.0,0.1922222222222222,line
487,-0.875,1.0,0.19,line
488,-0.875,1.0,0.1811111111111111,line
489,-0.875,1.0,0.17888888888888888,line
490,-0.875,1.0,0.17666666666666667,line
491,-0.875,1.0,0.19,line
492,-0.875,1.0,0.21444444444444444,line
493,-0.875,1.0,0.24,line
494,-0.875,1.0,0.26555555555555554,line
495,-0.875,1.0,0.29333333333333333,line
496,-0.875,1.0,0.32222222222222224,line
497,-0.875,1.0,0.3511111111111111,line
498,-0.875,1.0,0.54,drawing
499,-0.875,1.0,0.5677777777777778,drawing
500,-0.875,1.0,0.5955555555555555,drawing
501,-0.875,1.0,0.6211111111111111,drawing
502,-0.875,1.0,0.6477777777777778,drawing
503,-0.875,1.0,0.6688888888888889,drawing
504,-0.875,1.0,0.6888888888888889,drawing
505,-0.875,1.0,0.6988888888888889,drawing
506,-0.875,1.0,0.7011111111111111,drawing
507,-0.875,1.0,0.7044444444444444,drawing
508,-0.875,1.0,0.7088888888888889,drawing
509,-0.875,1.0,0.7111111111111111,drawing
510,-0.875,1.0,0.7133333333333334,drawing
511,-0.875,1.0,0.7155555555555555,drawing
512,-0.875,1.0,0.7177777777777777,drawing
513,-0.875,1.0,0.72,drawing
